candidate_index,params,mean_validation_auc,std_validation_auc,sklearn_rank,mean_fit_time_seconds,mean_score_time_seconds,fold1_validation_auc,fold2_validation_auc,fold3_validation_auc,fold4_validation_auc,fold5_validation_auc
0,{'clf__lr__C': 0.001},0.7273881453151219,0.007281580920388276,6,0.08665971755981446,0.018916749954223634,0.729357925272989,0.7287386176883416,0.7238277365157959,0.7164019652593259,0.7386144818391568
1,{'clf__lr__C': 0.01},0.7298046989009892,0.008561323134970105,5,0.09922299385070801,0.01890721321105957,0.7314860157652007,0.7310458123874617,0.7250769316804357,0.7177048161146428,0.7437099185572055
2,{'clf__lr__C': 0.1},0.729966317834349,0.00858607336185013,4,0.10336236953735352,0.01889638900756836,0.7309958093142249,0.731432486026849,0.7254880400709766,0.7178546993820275,0.7440605543776668
3,{'clf__lr__C': 1.0},0.7299741787553409,0.008575527488348264,3,0.10615053176879882,0.01895279884338379,0.7308638112770658,0.7315108283733307,0.7255391767151431,0.7178854317494576,0.7440716456617072
4,{'clf__lr__C': 10.0},0.7299765970399912,0.008571610525736363,2,0.10526022911071778,0.01890220642089844,0.7308431550956784,0.7315239274151862,0.7255479933779305,0.7178962636494535,0.7440716456617071
5,{'clf__lr__C': 100.0},0.7299767983937258,0.008570603206803085,1,0.10676946640014648,0.019365262985229493,0.7308371093840529,0.7315289655082076,0.7255495048058369,0.717898026982011,0.7440703852885209
