candidate_index,params,mean_validation_auc,std_validation_auc,sklearn_rank,mean_fit_time_seconds,mean_score_time_seconds,fold1_validation_auc,fold2_validation_auc,fold3_validation_auc,fold4_validation_auc,fold5_validation_auc
0,{'clf__lr__C': 0.001},0.7415193705098339,0.003974092580626493,6,2.9539636611938476,0.25482749938964844,0.7376040419126679,0.7378525646805998,0.7402960230790862,0.7436942243363229,0.7481499985404921
1,{'clf__lr__C': 0.01},0.7426824051292622,0.0038272905187927224,5,3.2513263702392576,0.2509897232055664,0.7392260860291329,0.7386169080089479,0.7418242755668187,0.7447607171801586,0.7489840388612526
2,{'clf__lr__C': 0.1},0.7427868218212589,0.003767760010557955,4,3.2915228366851808,0.25016016960144044,0.7394784383899767,0.7386144477181527,0.7420581479153544,0.7448424373787043,0.7489406377041065
3,{'clf__lr__C': 1.0},0.7427911133816439,0.003762662371120125,3,3.2847712993621827,0.2511146068572998,0.7394981040175324,0.7386091152326734,0.7420726981419127,0.7448417415797247,0.7489339079363767
4,{'clf__lr__C': 10.0},0.7427932642236347,0.0037632244687223824,1,3.2755434036254885,0.2511122703552246,0.7395008537543034,0.7386069777854666,0.7420747576613567,0.7448509094270787,0.7489328224899686
5,{'clf__lr__C': 100.0},0.7427929001786305,0.0037629138331117876,2,3.2910857677459715,0.24972000122070312,0.7395011877304296,0.7386068887251662,0.7420751862640518,0.7448483377540505,0.7489329004194544
