dataset,model,group_a,group_b,auc_gap,demographic_parity_diff,equal_opportunity_diff
home_credit,LR,F,M,0.0108556415958464,-0.17235025448904373,-0.14741501552140424
home_credit,EBM,F,M,0.012808477301031851,-0.16261197177128145,-0.14404808001088942
home_credit,XGBoost,F,M,0.011602322431612966,-0.17148552400020045,-0.12872655765782082
home_credit,CatBoost,F,M,0.012631631686183087,-0.16454158409588326,-0.1464527743601468
