candidate_index,params,mean_validation_auc,std_validation_auc,sklearn_rank,mean_fit_time_seconds,mean_score_time_seconds,fold1_validation_auc,fold2_validation_auc,fold3_validation_auc,fold4_validation_auc,fold5_validation_auc
0,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.03}",0.7849530494428887,0.0051394260210309755,3,17.875089479237793,0.005739887803792953,0.787731790064679,0.7809503909056376,0.777161241144292,0.7913279808633075,0.7875938442365278
1,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.03}",0.7841673464707527,0.004808819293605877,11,6.709649337828159,0.00627518817782402,0.7871772219753557,0.7801829633861627,0.7769769728920368,0.789931295525468,0.7865682785747397
2,"{'clf__estimator__depth': 4, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.03}",0.7843476073216893,0.005128186898519422,7,5.5921945631504055,0.006051217019557953,0.7864747858558561,0.7797737442805049,0.7770749638013016,0.7909280822297391,0.787486460441045
3,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.1}",0.7830945161983707,0.004543222050456114,18,3.195487020537257,0.006019784137606621,0.7847384070960532,0.7808670104661344,0.775707247498335,0.7892248289315513,0.7849350869997799
4,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.03}",0.7853761623701724,0.004589218850395757,2,9.680417597293854,0.00617462657392025,0.7868928216243014,0.7813516750147868,0.7789270927482697,0.7914521698562833,0.7882570526072207
5,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.1}",0.782012152119121,0.005365374473335898,20,5.588197404146195,0.00607823021709919,0.7859373472828053,0.7790250836575346,0.7732065900271956,0.7883038655272516,0.7835878741008182
6,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 3, 'clf__estimator__learning_rate': 0.1}",0.7831227840007808,0.0050291232397339835,17,8.297131109982729,0.0058910872787237166,0.7853728289597648,0.7793417278039254,0.7752194341415442,0.7880995708552365,0.7875803582434329
7,"{'clf__estimator__depth': 4, 'clf__estimator__l2_leaf_reg': 3, 'clf__estimator__learning_rate': 0.03}",0.7842896439225054,0.004711074832521132,9,6.291395343840122,0.005950335040688514,0.7864671027639986,0.7800896327129425,0.7775532047813518,0.7902264018241927,0.7871118775300416
8,"{'clf__estimator__depth': 4, 'clf__estimator__l2_leaf_reg': 3, 'clf__estimator__learning_rate': 0.05}",0.7842959336374076,0.005039103981255544,8,3.856730645149946,0.006062418222427368,0.7871991376799985,0.779828785446763,0.7768962374513697,0.7901286628195789,0.7874268447893273
9,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 3, 'clf__estimator__learning_rate': 0.03}",0.7847892395960421,0.004833928747421972,5,10.383008565753698,0.005997427180409432,0.7879142949843769,0.7811891965148487,0.7774472788755782,0.7908944529588217,0.786500974646585
10,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.1}",0.783685163817085,0.005711084388345449,15,9.04030775539577,0.005951504036784172,0.7860066210618487,0.782606160177099,0.7731524305272162,0.7894339097919367,0.7872266975273243
11,"{'clf__estimator__depth': 4, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.05}",0.783750844449404,0.004875640087673313,14,4.1835351880639795,0.0058483660221099855,0.7874282449601436,0.7791861766818918,0.7766447106572798,0.7887613243735887,0.7867337655741163
12,"{'clf__estimator__depth': 4, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.03}",0.7837942139450209,0.004146015286464654,13,5.7246190823614596,0.005995224416255951,0.7863085287861521,0.7801388800722261,0.7776785273452576,0.7885478351818096,0.78629729833966
13,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.05}",0.7828263461926225,0.004495038784479266,19,10.272396379709244,0.005932003632187844,0.784270746111348,0.7799762756199624,0.7755475399495586,0.7869170044708037,0.7874201648114394
14,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 3, 'clf__estimator__learning_rate': 0.05}",0.7848672979948867,0.004706663893180529,4,6.178863148763776,0.005995916202664375,0.7878205864541801,0.7801087774664237,0.778294056360139,0.7897951410615663,0.7883179286321246
15,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.05}",0.7854115271513801,0.004672870408677038,1,6.464583682641387,0.006074454262852668,0.7874665344671058,0.7815945110984152,0.7784032570263765,0.7909822417297183,0.7886110914352852
16,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.05}",0.7846930745647248,0.00476382303004123,6,12.627048310637473,0.005767450109124184,0.7867541481138891,0.7825708935259498,0.7764313474178262,0.789810381292956,0.7878986024730034
17,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.05}",0.7839696578045928,0.004469886783248997,12,4.80993331708014,0.006195743754506111,0.7859112751514199,0.779577762461975,0.7779161993835388,0.7896427387476712,0.7868003132783592
18,"{'clf__estimator__depth': 6, 'clf__estimator__l2_leaf_reg': 5, 'clf__estimator__learning_rate': 0.1}",0.7842771649921214,0.004948951315598619,10,3.6892970886081455,0.006056006625294685,0.7876228413030928,0.7812574626752878,0.7764346221782901,0.7905247828833813,0.785546115920555
19,"{'clf__estimator__depth': 8, 'clf__estimator__l2_leaf_reg': 1, 'clf__estimator__learning_rate': 0.03}",0.7835279540605733,0.004315642170556861,16,14.119549015536904,0.005786778777837754,0.7861730040838781,0.780380204727948,0.7766469777991394,0.7881175820377877,0.7863220016541138
