dataset,model,brier_raw,brier_isotonic,brier_sigmoid,primary_method
south_german,LR,0.1782546170760372,0.15271209257817792,0.1515240684487643,isotonic
south_german,EBM,0.17232281044096112,0.15383341993736516,0.1543959179580529,isotonic
south_german,XGBoost,0.1737929731607437,0.15972544289576418,0.1554159329607762,isotonic
south_german,CatBoost,0.15248841793248924,0.1483552194556496,0.1470468379242509,isotonic
