candidate_index,params,mean_validation_auc,std_validation_auc,sklearn_rank,mean_fit_time_seconds,mean_score_time_seconds,fold1_validation_auc,fold2_validation_auc,fold3_validation_auc,fold4_validation_auc,fold5_validation_auc
0,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 5}",0.7205633784246928,0.0007974582276802933,6,1722.2844334125518,1.116858434677124,0.7212054143764122,0.719725391057407,0.7201482080548713,0.7199453149946293,0.7217925636401443
1,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 5}",0.720085396145851,0.0008593159306340729,16,1671.7491754531861,1.080017328262329,0.720790965450572,0.7195602151193377,0.719563120477954,0.719118961095083,0.721393718586308
2,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.02, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 5}",0.7206230056178636,0.0007573624411304114,3,578.8118322372436,1.0966826915740966,0.721201174377781,0.719906137291913,0.7203535079530353,0.7198617368049312,0.7217924716616579
3,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.05, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 5}",0.7201379829760441,0.0008126576297165446,13,658.7594264984131,1.0594247341156007,0.7208802785257153,0.7196500598667842,0.7196020119803587,0.7192332975118774,0.7213242669954848
4,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.02, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 5}",0.7206124286420447,0.0008018561295955847,5,1064.6179304599762,1.0945748329162597,0.721273595666838,0.7198454329766899,0.7201291498694051,0.7199629590615184,0.7218510056357718
5,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.02, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 2}",0.7201023210121743,0.0008379598850959633,15,542.4838791847229,1.0633228302001954,0.7205398976162296,0.7197169929218759,0.7197553235040846,0.719023504849592,0.7214758861690894
6,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.05, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 5}",0.7201463918135989,0.0008365901469726893,12,392.0341836452484,1.059247875213623,0.72054141967741,0.7197611228759533,0.7197648317294518,0.7191115897149889,0.7215529950701909
7,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 2}",0.7205612939662276,0.0007995416845941672,7,1731.3170408248902,1.1213556766510009,0.7212080037308259,0.7197235635083652,0.7201415711520286,0.7199410206393132,0.721792310800605
8,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 5, 'clf__estimator__min_samples_leaf': 2}",0.7205509374876853,0.000778646783532012,8,664.6553776264191,1.0988194942474365,0.7211157350016929,0.7198481067007922,0.7202319676353288,0.7197763640217723,0.7217825140788403
9,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 5}",0.7206134510509344,0.000814977420998188,4,889.5499866485595,1.1252652168273927,0.7212201784644086,0.7197616920350445,0.7203317097271131,0.7198745385624383,0.721879136465668
10,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.05, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 5, 'clf__estimator__min_samples_leaf': 2}",0.7206331656848782,0.0007632887491217952,2,364.5845281600952,1.1276979446411133,0.7211614935445152,0.7198692898459123,0.7203406274533,0.7199418565495208,0.7218525610311427
11,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.005, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 5}",0.7200357731844221,0.0008617978471437555,17,1312.44813246727,1.0835020542144775,0.7205161836356075,0.7195593696195963,0.7196600778231459,0.7189876198686325,0.7214556149751283
12,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.02, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 2}",0.7201490231118947,0.0008538225712215322,11,567.8131680965423,1.0814403533935546,0.7205910443555796,0.7196416578144015,0.7197961265652497,0.7191374337787315,0.7215788530455106
13,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.05, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 2, 'clf__estimator__min_samples_leaf': 2}",0.7206520494129098,0.0007845587844767913,1,677.1520082473755,1.094887113571167,0.7212904011456127,0.7199007637763837,0.720167054055019,0.7200312969157812,0.7218707311717526
14,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.02, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 5, 'clf__estimator__min_samples_leaf': 2}",0.7200187925953405,0.0007614084807412364,18,446.0432376861572,1.0569650650024414,0.720436018190029,0.7197013818361545,0.7196905926651725,0.7190171687339576,0.7212488015513889
15,"{'clf__estimator__interactions': 20, 'clf__estimator__learning_rate': 0.005, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 5, 'clf__estimator__min_samples_leaf': 2}",0.7205087129982743,0.0008194804530828633,9,1046.0026616096497,1.1219953060150147,0.7210492219140924,0.7197379775231268,0.7202273796511887,0.7197011108980582,0.7218278750049054
16,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.005, 'clf__estimator__max_bins': 256, 'clf__estimator__max_leaves': 5, 'clf__estimator__min_samples_leaf': 5}",0.7199378219057138,0.0008131063789168002,20,957.6375032901764,1.0803924083709717,0.7203773795978476,0.7195287426745686,0.7196480899604378,0.7188784149329365,0.7212564823627781
17,"{'clf__estimator__interactions': 10, 'clf__estimator__learning_rate': 0.05, 'clf__estimator__max_bins': 512, 'clf__estimator__max_leaves': 3, 'clf__estimator__min_samples_leaf': 2}",0.7201492961409596,0.0008298753557640546,10,392.2884829044342,1.0605857372283936,0.7205400538878407,0.7197752732460673,0.7197564414276245,0.7191278493773492,0.7215468627659158
